Date,Adj Close,Close,High,Low,Open,Volume
2015-01-02,26.31965446472168,26.477500915527344,26.790000915527344,26.393999099731445,26.6299991607666,26480000
2015-01-05,25.818157196044922,25.972999572753906,26.399499893188477,25.887500762939453,26.357500076293945,41182000
2015-01-06,25.18098258972168,25.332000732421875,26.06049919128418,25.27750015258789,26.024999618530273,54456000
2015-01-07,25.10692596435547,25.25749969482422,25.574499130249023,25.1825008392334,25.547500610351562,46918000
2015-01-08,25.19440269470215,25.345500946044922,25.375,24.750999450683594,25.07550048828125,73054000
2015-01-09,24.886743545532227,25.035999298095703,25.43000030517578,24.9325008392334,25.409000396728516,42000000
2015-01-12,24.7048397064209,24.85300064086914,25.013999938964844,24.545499801635742,24.961999893188477,57138000
2015-01-13,24.9404239654541,25.09000015258789,25.43000030517578,24.863000869750977,25.12849998474121,60958000
2015-01-14,25.145692825317383,25.296499252319336,25.413000106811523,24.908000946044922,25.020999908447266,52800000
2015-01-15,25.050262451171875,25.20050048828125,25.487499237060547,25.100500106811523,25.444499969482422,51068000
2015-01-16,25.37084197998047,25.523000717163086,25.542499542236328,25.154499053955078,25.157499313354492,49658000
2015-01-20,25.34499740600586,25.496999740600586,25.780500411987305,25.4685001373291,25.638500213623047,46796000
2015-01-21,25.864381790161133,26.019500732421875,26.092500686645508,25.47949981689453,25.54199981689453,46356000
2015-01-22,26.70484161376953,26.864999771118164,26.941999435424805,26.095500946044922,26.149999618530273,56068000
2015-01-23,26.935956954956055,27.09749984741211,27.27050018310547,26.787500381469727,26.901500701904297,45966000
2015-01-26,26.676015853881836,26.836000442504883,27.075000762939453,26.603500366210938,27.075000762939453,30932000
2015-01-27,25.904144287109375,26.059499740600586,26.638999938964844,26.042999267578125,26.56999969482422,39148000
2015-01-28,25.4687557220459,25.62150001525879,26.284500122070312,25.61750030517578,26.25,35822000
2015-01-29,25.50851821899414,25.661500930786133,25.75950050354004,25.173999786376953,25.645000457763672,79018000
2015-01-30,26.717266082763672,26.877500534057617,27.155000686645508,25.909000396728516,25.950000762939453,121108000
2015-02-02,26.45136070251465,26.610000610351562,26.825000762939453,26.086000442504883,26.715999603271484,75378000
2015-02-03,26.506032943725586,26.665000915527344,26.872499465942383,26.340499877929688,26.496999740600586,47062000
2015-02-04,26.148181915283203,26.30500030517578,26.837499618530273,26.25149917602539,26.656999588012695,33896000
2015-02-05,26.333568572998047,26.491500854492188,26.534500122070312,26.281999588012695,26.396499633789062,33176000
2015-02-06,26.534862518310547,26.694000244140625,27.01099967956543,26.4325008392334,26.550500869750977,42938000
2015-02-09,26.30623435974121,26.464000701904297,26.694000244140625,26.377500534057617,26.55299949645996,30314000
2015-02-10,26.846988677978516,27.007999420166016,27.049999237060547,26.458499908447266,26.607500076293945,47430000
2015-02-11,26.739633560180664,26.899999618530273,27.09749984741211,26.799999237060547,26.986499786376953,38306000
2015-02-12,27.137746810913086,27.300500869750977,27.41699981689453,26.850000381469727,26.982999801635742,48590000
2015-02-13,27.39371109008789,27.558000564575195,27.62700080871582,27.329999923706055,27.375499725341797,47382000
2015-02-17,27.088043212890625,27.250499725341797,27.649999618530273,27.163000106811523,27.558000564575195,39174000
2015-02-18,26.970746994018555,27.13249969482422,27.377500534057617,26.977500915527344,27.19099998474121,31164000
2015-02-19,27.15961456298828,27.322500228881836,27.343000411987305,27.037500381469727,27.12350082397461,30834000
2015-02-20,26.928499221801758,27.09000015258789,27.378999710083008,26.905000686645508,27.378999710083008,38234000
2015-02-23,26.590526580810547,26.75,26.96500015258789,26.600000381469727,26.950000762939453,32906000
2015-02-24,26.771940231323242,26.9325008392334,26.969999313354492,26.549999237060547,26.577499389648438,28406000
2015-02-25,27.203353881835938,27.366500854492188,27.478500366210938,26.90049934387207,26.922000885009766,40836000
2015-02-26,27.797788619995117,27.964500427246094,28.006500244140625,27.254499435424805,27.28700065612793,54032000
2015-02-27,27.96379280090332,28.131500244140625,28.47100067138672,27.851499557495117,27.907499313354492,68328000
2015-03-02,28.5795955657959,28.750999450683594,28.79949951171875,28.157499313354492,28.350000381469727,50406000
2015-03-03,28.7669734954834,28.93950080871582,29.042499542236328,28.524999618530273,28.8174991607666,50526000
2015-03-04,28.744112014770508,28.916500091552734,29.081499099731445,28.625999450683594,28.848499298095703,37964000
